IMG 000: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 6052: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6053: This is number 5 | confidence 80% | expected 5 | CORRECT
IMG 6054: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 6055: This is number 9 | confidence 92% | expected 9 | CORRECT
IMG 6056: This is number 8 | confidence 92% | expected 8 | CORRECT
IMG 6057: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6058: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6059: This is number 3 | confidence 55% | expected 3 | CORRECT
IMG 6060: This is number 1 | confidence 92% | expected 1 | CORRECT
IMG 6061: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 6062: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 6063: This is number 1 | confidence 89% | expected 1 | CORRECT
IMG 6064: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6065: NOT A NUMBER | confidence 29% | expected 3 | TRASH
IMG 6066: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 6067: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 6068: This is number 6 | confidence 93% | expected 6 | CORRECT
IMG 6069: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 6070: This is number 8 | confidence 93% | expected 8 | CORRECT
IMG 6071: NOT A NUMBER | confidence 38% | expected 9 | TRASH
IMG 6072: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 6073: This is number 1 | confidence 88% | expected 1 | CORRECT
IMG 6074: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6075: This is number 3 | confidence 90% | expected 3 | CORRECT
IMG 6076: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 6077: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 6078: This is number 6 | confidence 93% | expected 6 | CORRECT
IMG 6079: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 6080: This is number 8 | confidence 65% | expected 8 | CORRECT
IMG 6081: NOT A NUMBER | confidence 32% | expected 9 | TRASH
IMG 6082: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 6083: This is number 1 | confidence 92% | expected 1 | CORRECT
IMG 6084: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6085: This is number 3 | confidence 91% | expected 3 | CORRECT
IMG 6086: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 6087: This is number 5 | confidence 89% | expected 5 | CORRECT
IMG 6088: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 6089: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 6090: This is number 8 | confidence 93% | expected 8 | CORRECT
IMG 6091: NOT A NUMBER | confidence 10% | expected 9 | TRASH
IMG 6092: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6093: This is number 2 | confidence 92% | expected 2 | CORRECT
IMG 6094: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 6095: This is number 5 | confidence 94% | expected 5 | CORRECT
IMG 6096: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 6097: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 6098: This is number 7 | confidence 92% | expected 7 | CORRECT
IMG 6099: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 6100: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 6101: This is number 1 | confidence 73% | expected 1 | CORRECT
IMG 6102: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 6103: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 6104: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 6105: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 6106: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6107: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 6108: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6109: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6110: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6111: This is number 2 | confidence 91% | expected 2 | CORRECT
IMG 6112: This is number 9 | confidence 78% | expected 9 | CORRECT
IMG 6113: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 6114: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 6115: This is number 1 | confidence 93% | expected 1 | CORRECT
IMG 6116: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 6117: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 6118: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6119: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 6120: This is number 5 | confidence 90% | expected 5 | CORRECT
IMG 6121: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 6122: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 6123: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6124: NOT A NUMBER | confidence 13% | expected 9 | TRASH
IMG 6125: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6126: This is number 9 | confidence 82% | expected 9 | CORRECT
IMG 6127: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 6128: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 6129: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 6130: This is number 6 | confidence 93% | expected 6 | CORRECT
IMG 6131: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 6132: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6133: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 6134: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 6135: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6136: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 6137: This is number 8 | confidence 91% | expected 8 | CORRECT
IMG 6138: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 6139: This is number 3 | confidence 91% | expected 3 | CORRECT
IMG 6140: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 6141: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6142: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 6143: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 6144: This is number 4 | confidence 91% | expected 4 | CORRECT
IMG 6145: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 6146: This is number 5 | confidence 90% | expected 5 | CORRECT
IMG 6147: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 6148: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 6149: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 6150: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 6151: This is number 3 | confidence 93% | expected 3 | CORRECT
IMG 6152: This is number 4 | confidence 92% | expected 4 | CORRECT
IMG 6153: This is number 8 | confidence 91% | expected 8 | CORRECT
IMG 6154: This is number 8 | confidence 91% | expected 8 | CORRECT
IMG 6155: This is number 5 | confidence 92% | expected 5 | CORRECT
IMG 6156: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6157: NOT A NUMBER | confidence 9% | expected 9 | TRASH
IMG 6158: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 6159: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6160: This is number 3 | confidence 91% | expected 3 | CORRECT
IMG 6161: This is number 8 | confidence 91% | expected 8 | CORRECT
IMG 6162: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6163: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 6164: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 6165: This is number 5 | confidence 90% | expected 5 | CORRECT
IMG 6166: This is number 3 | confidence 88% | expected 9 | INCORRECT
IMG 6167: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 6168: NOT A NUMBER | confidence 17% | expected 9 | TRASH
IMG 6169: This is number 4 | confidence 92% | expected 4 | CORRECT
IMG 6170: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 6171: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 6172: NOT A NUMBER | confidence 14% | expected 9 | TRASH
IMG 6173: NOT A NUMBER | confidence 14% | expected 9 | TRASH
IMG 6174: This is number 3 | confidence 80% | expected 3 | CORRECT
IMG 6175: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 6176: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 6177: This is number 3 | confidence 93% | expected 3 | CORRECT
IMG 6178: This is number 8 | confidence 91% | expected 8 | CORRECT
IMG 6179: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 6180: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6181: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 6182: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6183: This is number 2 | confidence 94% | expected 2 | CORRECT
IMG 6184: This is number 3 | confidence 93% | expected 3 | CORRECT
IMG 6185: This is number 4 | confidence 92% | expected 4 | CORRECT
IMG 6186: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 6187: This is number 6 | confidence 93% | expected 6 | CORRECT
IMG 6188: This is number 7 | confidence 91% | expected 7 | CORRECT
IMG 6189: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 6190: This is number 9 | confidence 92% | expected 9 | CORRECT
IMG 6191: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 6192: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6193: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6194: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 6195: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 6196: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 6197: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 6198: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 6199: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 6200: This is number 9 | confidence 91% | expected 9 | CORRECT
IMG 6201: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 6202: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6203: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6204: This is number 3 | confidence 93% | expected 3 | CORRECT
IMG 6205: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 6206: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 6207: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 6208: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 6209: This is number 8 | confidence 95% | expected 8 | CORRECT
IMG 6210: This is number 9 | confidence 92% | expected 9 | CORRECT
IMG 6211: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 6212: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 6213: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 6214: This is number 9 | confidence 92% | expected 9 | CORRECT
IMG 6215: This is number 5 | confidence 91% | expected 5 | CORRECT
IMG 6216: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 6217: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6218: This is number 6 | confidence 93% | expected 6 | CORRECT
IMG 6219: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 6220: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 6221: This is number 9 | confidence 90% | expected 9 | CORRECT
IMG 6222: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6223: This is number 7 | confidence 91% | expected 7 | CORRECT
IMG 6224: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6225: This is number 2 | confidence 94% | expected 2 | CORRECT
IMG 6226: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 6227: This is number 5 | confidence 88% | expected 5 | CORRECT
IMG 6228: This is number 9 | confidence 93% | expected 9 | CORRECT
IMG 6229: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 6230: This is number 9 | confidence 92% | expected 9 | CORRECT
IMG 6231: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6232: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6233: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6234: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6235: This is number 9 | confidence 92% | expected 9 | CORRECT
IMG 6236: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 6237: This is number 6 | confidence 92% | expected 6 | CORRECT
IMG 6238: This is number 8 | confidence 93% | expected 8 | CORRECT
IMG 6239: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6240: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6241: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 6242: This is number 7 | confidence 91% | expected 7 | CORRECT
IMG 6243: This is number 7 | confidence 89% | expected 7 | CORRECT
IMG 6244: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 6245: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 6246: This is number 2 | confidence 92% | expected 2 | CORRECT
IMG 6247: This is number 9 | confidence 92% | expected 9 | CORRECT
IMG 6248: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 6249: This is number 9 | confidence 90% | expected 9 | CORRECT
IMG 6250: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 6251: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 6252: This is number 6 | confidence 93% | expected 6 | CORRECT
IMG 6253: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 6254: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6255: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 6256: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 6257: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 6258: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 6259: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 6260: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 6261: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 6262: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 6263: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 6264: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 6265: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 6266: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6267: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 6268: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 6269: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 6270: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 6271: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 6272: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 6273: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 6274: This is number 2 | confidence 94% | expected 2 | CORRECT
IMG 6275: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 6276: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6277: This is number 5 | confidence 92% | expected 5 | CORRECT
IMG 6278: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 6279: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6280: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 6281: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 6282: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 6283: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 6284: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 6285: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 6286: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 6287: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 6288: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 6289: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 6290: This is number 3 | confidence 89% | expected 3 | CORRECT
IMG 6291: This is number 5 | confidence 92% | expected 5 | CORRECT
IMG 6292: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 6293: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 6294: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 6295: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 6296: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 6297: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 6298: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 6299: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 6300: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 6301: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 6302: This is number 9 | confidence 92% | expected 9 | CORRECT
